"Site ID","Station_Type","Sample_Date","Sample Depth (cm)","Mean Bulk Density (g/cm3)","SE Bulk Density (g/cm3)",
"CRMS4245","S","2/20/2018 12:00:00 AM","20","0.1933333","0.02403701",
"CRMS4245","S","2/20/2018 12:00:00 AM","24","0.1533333","0.01666667",
"CRMS4355","S","10/28/2008 12:00:00 AM","16","0.2266667","0.06984109",
"CRMS4355","SB","9/12/2017 12:00:00 AM","4","0.1033333","0.02333333",
"CRMS4355","SB","9/12/2017 12:00:00 AM","8","0.19","0.02081666",
"CRMS4355","SB","9/12/2017 12:00:00 AM","12","0.18","0.01527525",
"CRMS4355","SB","9/12/2017 12:00:00 AM","16","0.1766667","0.02185813",
"CRMS4355","SB","9/12/2017 12:00:00 AM","20","0.17","0.005773506",
"CRMS4355","SB","9/12/2017 12:00:00 AM","24","0.15","0.01527526",
"CRMS4355","S","4/24/2018 12:00:00 AM","4","0.1","0.02081666",
"CRMS4355","S","4/24/2018 12:00:00 AM","8","0.1366667","0.008819173",
"CRMS4355","S","4/24/2018 12:00:00 AM","12","0.17","0.01",
"CRMS4355","S","4/24/2018 12:00:00 AM","16","0.16","0.01",
"CRMS4355","S","4/24/2018 12:00:00 AM","20","0.1366667","0.003333335",
"CRMS4355","S","4/24/2018 12:00:00 AM","24","0.1366667","0.0120185",
"CRMS4406","S","6/17/2008 12:00:00 AM","4","0.1533333","0.02603417",
"CRMS4406","S","6/17/2008 12:00:00 AM","8","0.19","0.03464102",
"CRMS4406","S","6/17/2008 12:00:00 AM","12","0.15","0.02516612",
"CRMS4406","S","6/17/2008 12:00:00 AM","16","0.1366667","0.02403701",
"CRMS4406","S","6/17/2008 12:00:00 AM","20","0.1166667","0.01666667",
"CRMS4406","S","6/17/2008 12:00:00 AM","24","0.09666667","0.003333333",
"CRMS4406","S","3/8/2018 12:00:00 AM","4","0.08","0.02",
"CRMS4406","S","3/8/2018 12:00:00 AM","8","0.14","0.03",
"CRMS4406","S","3/8/2018 12:00:00 AM","12","0.2333333","0.04910307",
"CRMS4406","S","3/8/2018 12:00:00 AM","16","0.2066667","0.01855922",
"CRMS4406","S","3/8/2018 12:00:00 AM","20","0.1266667","0.01333333",
"CRMS4406","S","3/8/2018 12:00:00 AM","24","0.11","0",
"CRMS4407","S","6/17/2008 12:00:00 AM","4","0.1033333","0.02403701",
"CRMS4407","S","6/17/2008 12:00:00 AM","8","0.1533333","0.01452967",
"CRMS4407","S","6/17/2008 12:00:00 AM","12","0.1633333","0.01201851",
"CRMS4407","S","6/17/2008 12:00:00 AM","16","0.1366667","0.02962732",
"CRMS4407","S","6/17/2008 12:00:00 AM","20","0.1166667","0.0120185",
"CRMS4407","S","6/17/2008 12:00:00 AM","24","0.1366667","0.008819173",
"CRMS4407","S","3/8/2018 12:00:00 AM","4","0.08666667","0.01452966",
"CRMS4407","S","3/8/2018 12:00:00 AM","8","0.12","0.02",
"CRMS4407","S","3/8/2018 12:00:00 AM","12","0.1833333","0.01763834",
"CRMS4407","S","3/8/2018 12:00:00 AM","16","0.2266667","0.008819172",
"CRMS4407","S","3/8/2018 12:00:00 AM","20","0.2033333","0.02962731",
"CRMS4407","S","3/8/2018 12:00:00 AM","24","0.1466667","0.01763834",
"CRMS4448","S","6/25/2008 12:00:00 AM","4","0.79","0.05567763",
"CRMS4448","S","6/25/2008 12:00:00 AM","8","1.086667","0.02848003",
"CRMS4448","S","6/25/2008 12:00:00 AM","12","1.116667","0.05783118",
"CRMS4448","S","6/25/2008 12:00:00 AM","16","1.24","0.02516609",
"CRMS4448","S","6/25/2008 12:00:00 AM","20","1.136667","0.08950479",
"CRMS4448","S","6/25/2008 12:00:00 AM","24","1.266667","0.08969085",
"CRMS4448","S","3/8/2018 12:00:00 AM","4","0.3133333","0.04910307",
"CRMS4448","S","3/8/2018 12:00:00 AM","8","0.3266667","0.02333334",
"CRMS4448","S","3/8/2018 12:00:00 AM","12","0.29","0.04041452",
"CRMS4448","S","3/8/2018 12:00:00 AM","16","0.3366667","0.06009252",
"CRMS4448","S","3/8/2018 12:00:00 AM","20","0.42","0.06506407",
"CRMS4448","S","3/8/2018 12:00:00 AM","24","0.5466667","0.0617342",
"CRMS4448","SB","6/8/2021 12:00:00 AM","4","0.49","0.09018499",
"CRMS4448","SB","6/8/2021 12:00:00 AM","8","0.4133333","0.04666667",
"CRMS4448","SB","6/8/2021 12:00:00 AM","12","0.5633333","0.06359596",
"CRMS4448","SB","6/8/2021 12:00:00 AM","16","0.6","0.1417745",
"CRMS4448","SB","6/8/2021 12:00:00 AM","20","0.57","0.07234178",
"CRMS4448","SB","6/8/2021 12:00:00 AM","24","0.59","0.1709776",
"CRMS4455","S","5/12/2006 12:00:00 AM","4","0.2466667","0.02333333",
"CRMS4455","S","5/12/2006 12:00:00 AM","8","0.3033333","0.0120185",
"CRMS4455","S","5/12/2006 12:00:00 AM","12","0.32","0.01527525",
"CRMS4455","S","5/12/2006 12:00:00 AM","16","0.3","0.02081666",
"CRMS4455","S","5/12/2006 12:00:00 AM","20","0.25","0.01000001",
"CRMS4455","S","5/12/2006 12:00:00 AM","24","0.2233333","0.03844188",
"CRMS4455","S","5/9/2018 12:00:00 AM","4","0.2066667","0.01855922",
"CRMS4455","S","5/9/2018 12:00:00 AM","8","0.27","0.01527525",
"CRMS4455","S","5/9/2018 12:00:00 AM","12","0.32","0.0305505",
"CRMS4455","S","5/9/2018 12:00:00 AM","16","0.3433333","0.02603416",
"CRMS4455","S","5/9/2018 12:00:00 AM","20","0.43","0.0702377",
"CRMS4455","S","5/9/2018 12:00:00 AM","24","0.3433333","0.03844187",
"CRMS4529","S","6/3/2008 12:00:00 AM","4","0.38","0.09237605",
"CRMS4529","S","6/3/2008 12:00:00 AM","8","0.4233333","0.09171211",
"CRMS4529","S","6/3/2008 12:00:00 AM","12","0.27","0.02309401",
"CRMS4529","S","6/3/2008 12:00:00 AM","16","0.2333333","0.03480102",
"CRMS4529","S","6/3/2008 12:00:00 AM","20","0.3033333","0.116952",
"CRMS4529","S","6/3/2008 12:00:00 AM","24","0.3166667","0.04630815",
"CRMS4529","S","5/10/2018 12:00:00 AM","4","0.2633333","0.02848001",
"CRMS4529","S","5/10/2018 12:00:00 AM","8","0.3366667","0.03480102",
"CRMS4529","S","5/10/2018 12:00:00 AM","12","0.3933333","0.01763834",
"CRMS4529","S","5/10/2018 12:00:00 AM","16","0.4","0.07211103",
"CRMS4529","S","5/10/2018 12:00:00 AM","20","0.3733333","0.09597453",
"CRMS4529","S","5/10/2018 12:00:00 AM","24","0.4033333","0.1485859",
"CRMS4548","S","6/18/2008 12:00:00 AM","4","0.61","0.05291503",
"CRMS4548","S","6/18/2008 12:00:00 AM","8","0.57","0.07505553",
"CRMS4548","S","6/18/2008 12:00:00 AM","12","0.4666667","0.02185813",
"CRMS4548","S","6/18/2008 12:00:00 AM","16","0.4733333","0.04484542",
"CRMS4548","S","6/18/2008 12:00:00 AM","20","0.48","0.02645751",
"CRMS4548","S","6/18/2008 12:00:00 AM","24","0.5333333","0.1017077",
"CRMS4548","S","5/22/2018 12:00:00 AM","4","0.3166667","0.02848002",
"CRMS4548","S","5/22/2018 12:00:00 AM","8","0.38","0.02081666",
"CRMS4548","S","5/22/2018 12:00:00 AM","12","0.47","0.02886751",
"CRMS4548","S","5/22/2018 12:00:00 AM","16","0.5266666","0.01201851",
"CRMS4548","S","5/22/2018 12:00:00 AM","20","0.36","0.011547",
"CRMS4548","S","5/22/2018 12:00:00 AM","24","0.44","0.03214551",
"CRMS4551","S","6/18/2008 12:00:00 AM","4","0.45","0.0450925",
"CRMS4551","S","6/18/2008 12:00:00 AM","8","0.2733333","0.00333333",
"CRMS4551","S","6/18/2008 12:00:00 AM","12","0.28","0.005773497",
"CRMS4551","S","6/18/2008 12:00:00 AM","16","0.22","0.02516611",
"CRMS4551","S","6/18/2008 12:00:00 AM","20","0.22","0.02645751",
"CRMS4551","S","6/18/2008 12:00:00 AM","24","0.24","0.02886751",
"CRMS4551","S","5/22/2018 12:00:00 AM","4","0.1166667","0.006666665",
"CRMS4551","S","5/22/2018 12:00:00 AM","8","0.2466667","0.02905933",
"CRMS4551","S","5/22/2018 12:00:00 AM","12","0.3733333","0.024037",
"CRMS4551","S","5/22/2018 12:00:00 AM","16","0.2733333","0.01452967",
"CRMS4551","S","5/22/2018 12:00:00 AM","20","0.2333333","0.02027588",
"CRMS4551","S","5/22/2018 12:00:00 AM","24","0.21","0.01527525",
"CRMS4557","S","6/18/2008 12:00:00 AM","4","0.2633334","0.05696003",
"CRMS4557","S","6/18/2008 12:00:00 AM","8","0.2233333","0.008819171",
"CRMS4557","S","6/18/2008 12:00:00 AM","12","0.21","0.0173205",
"CRMS4557","S","6/18/2008 12:00:00 AM","16","0.1833333","0.02962731",
"CRMS4557","S","6/18/2008 12:00:00 AM","20","0.1533333","0.02027587",
"CRMS4557","S","6/18/2008 12:00:00 AM","24","0.1433333","0.04371626",
"CRMS4557","SB","9/6/2017 12:00:00 AM","4","0.1566667","0.02333334",
"CRMS4557","SB","9/6/2017 12:00:00 AM","8","0.1833333","0.03844187",
"CRMS4557","SB","9/6/2017 12:00:00 AM","12","0.1766667","0.01201851",
"CRMS4557","SB","9/6/2017 12:00:00 AM","16","0.13","0.005773504",
"CRMS4557","SB","9/6/2017 12:00:00 AM","20","0.1266667","0.01201851",
"CRMS4557","SB","9/6/2017 12:00:00 AM","24","0.12","0.005773501",
"CRMS4557","S","2/16/2018 12:00:00 AM","4","0.1666667","0.03844187",
"CRMS4557","S","2/16/2018 12:00:00 AM","8","0.1966667","0.01452966",
"CRMS4557","S","2/16/2018 12:00:00 AM","12","0.2266667","0.008819172",
"CRMS4557","S","2/16/2018 12:00:00 AM","16","0.2666667","0.02962732",
"CRMS4557","S","2/16/2018 12:00:00 AM","20","0.2033333","0.05783117",
"CRMS4557","S","2/16/2018 12:00:00 AM","24","0.1933333","0.01763834",
"CRMS4572","S","6/12/2008 12:00:00 AM","4","0.4633333","0.1560271",
"CRMS4572","S","6/12/2008 12:00:00 AM","8","0.5133333","0.1489221",
"CRMS4572","S","6/12/2008 12:00:00 AM","12","0.2433333","0.01855922",
"CRMS4572","S","6/12/2008 12:00:00 AM","16","0.2366667","0.01666667",
"CRMS4572","S","6/12/2008 12:00:00 AM","20","0.2266667","0.02027587",
"CRMS4572","S","6/12/2008 12:00:00 AM","24","0.3166667","0.05174724",
"CRMS4572","S","4/11/2018 12:00:00 AM","4","0.1566667","0.01333334",
"CRMS4572","S","4/11/2018 12:00:00 AM","8","0.3366667","0.1377599",
"CRMS4572","S","4/11/2018 12:00:00 AM","12","0.4933333","0.1383634",
"CRMS4572","S","4/11/2018 12:00:00 AM","16","0.3833333","0.1354417",
"CRMS4572","S","4/11/2018 12:00:00 AM","20","0.2066667","0.01666667",
"CRMS4572","S","4/11/2018 12:00:00 AM","24","0.22","0.02081666",
"CRMS4596","S","6/12/2008 12:00:00 AM","4","0.77","0.1644182",
"CRMS4596","S","6/12/2008 12:00:00 AM","8","0.9433333","0.2302414",
"CRMS4596","S","6/12/2008 12:00:00 AM","12","0.58","0.09539391",
"CRMS4596","S","6/12/2008 12:00:00 AM","16","0.48","0.04725815",
"CRMS4596","S","6/12/2008 12:00:00 AM","20","0.4266667","0.07881059",
"CRMS4596","S","6/12/2008 12:00:00 AM","24","0.47","0.03785938",
"CRMS4596","S","4/11/2018 12:00:00 AM","4","0.2566667","0.008819175",
"CRMS4596","S","4/11/2018 12:00:00 AM","8","0.3666667","0.02905932",
"CRMS4596","S","4/11/2018 12:00:00 AM","12","0.5733333","0.1338324",
"CRMS4596","S","4/11/2018 12:00:00 AM","16","0.47","0.08888194",
"CRMS4596","S","4/11/2018 12:00:00 AM","20","0.35","0.011547",
"CRMS4596","S","4/11/2018 12:00:00 AM","24","0.38","0.005773497",
"CRMS4626","S","6/26/2007 12:00:00 AM","4","0.5933334","0.04409587",
"CRMS4626","S","6/26/2007 12:00:00 AM","8","0.7833333","0.1395628",
"CRMS4626","S","6/26/2007 12:00:00 AM","12","0.7366667","0.05783118",
"CRMS4626","S","6/26/2007 12:00:00 AM","16","0.96","0.08736895",
"CRMS4626","S","6/26/2007 12:00:00 AM","20","0.67","0.1212436",
"CRMS4626","S","6/26/2007 12:00:00 AM","24","0.73","0.1514376",
"CRMS4626","S","4/30/2018 12:00:00 AM","4","0.5333333","0.008819181",
"CRMS4626","S","4/30/2018 12:00:00 AM","8","0.5633333","0.02403702",
"CRMS4626","S","4/30/2018 12:00:00 AM","12","0.55","0.05507571",
"CRMS4626","S","4/30/2018 12:00:00 AM","16","0.5833333","0.05364492",
"CRMS4626","S","4/30/2018 12:00:00 AM","20","0.67","0.05686241",
"CRMS4626","S","4/30/2018 12:00:00 AM","24","0.9033334","0.06359594",
"CRMS4626","SB","7/27/2021 12:00:00 AM","4","0.4833333","0.03929942",
"CRMS4626","SB","7/27/2021 12:00:00 AM","8","0.6133333","0.0272845",
"CRMS4626","SB","7/27/2021 12:00:00 AM","12","0.4133333","0.03179797",
"CRMS4626","SB","7/27/2021 12:00:00 AM","16","0.5233333","0.03333332",
"CRMS4626","SB","7/27/2021 12:00:00 AM","20","0.5166667","0.03711842",
"CRMS4626","SB","7/27/2021 12:00:00 AM","24","0.53","0.04",
"CRMS4690","S","6/6/2006 12:00:00 AM","4","0.2566667","0.02027587",
"CRMS4690","S","6/6/2006 12:00:00 AM","8","0.26","0.04163332",
"CRMS4690","S","6/6/2006 12:00:00 AM","12","0.24","0.02081666",
"CRMS4690","S","6/6/2006 12:00:00 AM","16","0.2233333","0.02603417",
"CRMS4690","S","6/6/2006 12:00:00 AM","20","0.22","0.01732051",
"CRMS4690","S","6/6/2006 12:00:00 AM","24","0.22","0.03",
"CRMS4690","S","5/15/2018 12:00:00 AM","4","0.2166667","0.01763834",
"CRMS4690","S","5/15/2018 12:00:00 AM","8","0.24","0.01527526",
"CRMS4690","S","5/15/2018 12:00:00 AM","12","0.2066667","0.006666665",
"CRMS4690","S","5/15/2018 12:00:00 AM","16","0.1533333","0.01333334",
"CRMS4690","S","5/15/2018 12:00:00 AM","20","0.1466667","0.01333333",
"CRMS4690","S","5/15/2018 12:00:00 AM","24","0.1333333","0.01333333",
"CRMS4779","S","2/1/2008 12:00:00 AM","4","0.08","0.01527525",
"CRMS4779","S","2/1/2008 12:00:00 AM","8","0.11","0.01527525",
"CRMS4779","S","2/1/2008 12:00:00 AM","12","0.1633333","0.01855922",
"CRMS4779","S","2/1/2008 12:00:00 AM","16","0.2066667","0.03382964",
"CRMS4779","S","2/1/2008 12:00:00 AM","20","0.31","0.05507571",
"CRMS4779","S","2/1/2008 12:00:00 AM","24","0.3266667","0.008819172",
"CRMS4779","S","7/29/2014 12:00:00 AM","4","0.06","0.01732051",
"CRMS4779","S","7/29/2014 12:00:00 AM","8","0.11","0.02516611",
"CRMS4779","S","7/29/2014 12:00:00 AM","12","0.1466667","0.01763834",
"CRMS4779","S","7/29/2014 12:00:00 AM","16","0.1666667","0.01763834",
"CRMS4779","S","7/29/2014 12:00:00 AM","20","0.2066667","0.03179798",
"CRMS4779","S","7/29/2014 12:00:00 AM","24","0.2666667","0.04841946",
"CRMS4779","S","10/7/2021 12:00:00 AM","4","0.04","0.005773503",
"CRMS4779","S","10/7/2021 12:00:00 AM","8","0.06666666","0.003333334",
"CRMS4779","S","10/7/2021 12:00:00 AM","12","0.08666667","0.008819171",
"CRMS4779","S","10/7/2021 12:00:00 AM","16","0.13","0.01154701",
"CRMS4779","S","10/7/2021 12:00:00 AM","20","0.1233333","0.003333333",
"CRMS4779","S","10/7/2021 12:00:00 AM","24","0.19","0.02081666",
"CRMS4782","S","6/4/2014 12:00:00 AM","4","0.94","0.1113553",
"CRMS4782","S","6/4/2014 12:00:00 AM","8","1.01","0.01732049",
"CRMS4782","S","6/4/2014 12:00:00 AM","12","1.106667","0.03282952",
"CRMS4782","S","6/4/2014 12:00:00 AM","16","1.08","0.06506407",
"CRMS4782","S","6/4/2014 12:00:00 AM","20","0.9433333","0.03480102",
"CRMS4782","S","6/4/2014 12:00:00 AM","24","1.2","0.08185352",
"CRMS4782","S","11/29/2021 12:00:00 AM","4","0.6466666","0.1974279",
"CRMS4782","S","11/29/2021 12:00:00 AM","8","0.8166667","0.04807402",
"CRMS4782","S","11/29/2021 12:00:00 AM","12","0.8333333","0.1322036",
"CRMS4782","S","11/29/2021 12:00:00 AM","16","0.95","0.02999999",
"CRMS4782","S","11/29/2021 12:00:00 AM","20","1.103333","0.05925464",
"CRMS4782","S","11/29/2021 12:00:00 AM","24","1.053333","0.00333333",
"CRMS4808","S","7/1/2008 12:00:00 AM","4","0.15","0.0321455",
"CRMS4808","S","7/1/2008 12:00:00 AM","8","0.1866667","0.01452966",
"CRMS4808","S","7/1/2008 12:00:00 AM","12","0.21","0.0173205",
"CRMS4808","S","7/1/2008 12:00:00 AM","16","0.22","0.01527525",
"CRMS4808","S","7/1/2008 12:00:00 AM","20","0.3166667","0.02666667",
"CRMS4808","S","7/1/2008 12:00:00 AM","24","0.3766667","0.0120185",
"CRMS4808","S","7/21/2014 12:00:00 AM","4","0.13","0.03",
"CRMS4808","S","7/21/2014 12:00:00 AM","8","0.21","0.06506407",
"CRMS4808","S","7/21/2014 12:00:00 AM","12","0.2066667","0.02905932",
"CRMS4808","S","7/21/2014 12:00:00 AM","16","0.21","0.02",
"CRMS4808","S","7/21/2014 12:00:00 AM","20","0.26","0.05507571",
"CRMS4808","S","7/21/2014 12:00:00 AM","24","0.38","0.07571878",
"CRMS4808","S","8/9/2021 12:00:00 AM","4","0.12","0.03511884",
"CRMS4808","S","8/9/2021 12:00:00 AM","8","0.2266667","0.003333335",
"CRMS4808","S","8/9/2021 12:00:00 AM","12","0.23","0.02516611",
"CRMS4808","S","8/9/2021 12:00:00 AM","16","0.2333333","0.02728451",
"CRMS4808","S","8/9/2021 12:00:00 AM","20","0.31","0.07505554",
"CRMS4808","S","8/9/2021 12:00:00 AM","24","0.3533333","0.04371626",
"CRMS4809","S","1/22/2008 12:00:00 AM","4","0.1366667","0.01855921",
"CRMS4809","S","1/22/2008 12:00:00 AM","8","0.16","0.01",
"CRMS4809","S","1/22/2008 12:00:00 AM","12","0.15","0.0305505",
"CRMS4809","S","1/22/2008 12:00:00 AM","16","0.2033333","0.02848001",
"CRMS4809","S","1/22/2008 12:00:00 AM","20","0.21","0.01527525",
"CRMS4809","S","1/22/2008 12:00:00 AM","24","0.2866667","0.00333333",
"CRMS4809","S","7/21/2014 12:00:00 AM","4","0.1566667","0.01452967",
"CRMS4809","S","7/21/2014 12:00:00 AM","8","0.35","0.01",
"CRMS4809","S","7/21/2014 12:00:00 AM","12","0.25","0",
"CRMS4809","S","7/21/2014 12:00:00 AM","16","0.3533333","0.008819172",
"CRMS4809","S","7/21/2014 12:00:00 AM","20","0.41","0.01",
"CRMS4809","S","7/21/2014 12:00:00 AM","24","0.45","0.03785939",
"CRMS4809","S","8/9/2021 12:00:00 AM","4","0.13","0.02081666",
"CRMS4809","S","8/9/2021 12:00:00 AM","8","0.2066667","0.03179798",
"CRMS4809","S","8/9/2021 12:00:00 AM","12","0.23","0",
"CRMS4809","S","8/9/2021 12:00:00 AM","16","0.21","0.03785939",
"CRMS4809","S","8/9/2021 12:00:00 AM","20","0.2066667","0.02848001",
"CRMS4809","S","8/9/2021 12:00:00 AM","24","0.2133333","0.02027587",
"CRMS4900","S","3/15/2007 12:00:00 AM","4","0.2533333","0.03179797",
"CRMS4900","S","3/15/2007 12:00:00 AM","8","0.4033333","0.05238744",
"CRMS4900","S","3/15/2007 12:00:00 AM","12","0.46","0.05567764",
"CRMS4900","S","3/15/2007 12:00:00 AM","16","0.5366667","0.07666666",
"CRMS4900","S","3/15/2007 12:00:00 AM","20","0.6633334","0.02666666",
"CRMS4900","S","3/15/2007 12:00:00 AM","24","0.6366667","0.02027587",
"CRMS4900","S","7/21/2014 12:00:00 AM","4","0.3133333","0.02728451",
"CRMS4900","S","7/21/2014 12:00:00 AM","8","0.4766667","0.0272845",
"CRMS4900","S","7/21/2014 12:00:00 AM","12","0.5666667","0.07881061",
"CRMS4900","S","7/21/2014 12:00:00 AM","16","0.5666667","0.02728452",
"CRMS4900","S","7/21/2014 12:00:00 AM","20","0.5566667","0.00666666",
"CRMS4900","S","7/21/2014 12:00:00 AM","24","0.6","0.1345363",
"CRMS4900","S","11/4/2021 12:00:00 AM","4","0.4566666","0.03756476",
"CRMS4900","S","11/4/2021 12:00:00 AM","8","0.7166666","0.08171767",
"CRMS4900","S","11/4/2021 12:00:00 AM","12","0.7","0.06506407",
"CRMS4900","S","11/4/2021 12:00:00 AM","16","0.7233333","0.09261629",
"CRMS4900","S","11/4/2021 12:00:00 AM","20","0.71","0.1289703",
"CRMS4900","S","11/4/2021 12:00:00 AM","24","0.7366667","0.1125956",
"CRMS4938","S","2/4/2008 12:00:00 AM","4","0.1933333","0.02403701",
"CRMS4938","S","2/4/2008 12:00:00 AM","8","0.4366667","0.07535104",
"CRMS4938","S","2/4/2008 12:00:00 AM","12","0.4466667","0.02905932",
"CRMS4938","S","2/4/2008 12:00:00 AM","16","0.4966667","0.0606447",
"CRMS4938","S","2/4/2008 12:00:00 AM","20","0.4833333","0.02962732",
"CRMS4938","S","2/4/2008 12:00:00 AM","24","0.5766667","0.02403702",
"CRMS4938","S","7/21/2014 12:00:00 AM","4","0.4966667","0.0606447",
"CRMS4938","S","7/21/2014 12:00:00 AM","8","0.6866667","0.0622718",
"CRMS4938","S","7/21/2014 12:00:00 AM","12","0.7466667","0.05238745",
"CRMS4938","S","7/21/2014 12:00:00 AM","16","0.8","0.1006645",
"CRMS4938","S","7/21/2014 12:00:00 AM","20","0.9033333","0.03179796",
"CRMS4938","S","7/21/2014 12:00:00 AM","24","1.056667","0.08353309",
"CRMS4938","S","11/17/2021 12:00:00 AM","4","0.3233333","0.05174725",
"CRMS4938","S","11/17/2021 12:00:00 AM","8","0.4366667","0.03480102",
"CRMS4938","S","11/17/2021 12:00:00 AM","12","0.4533333","0.05487359",
"CRMS4938","S","11/17/2021 12:00:00 AM","16","0.4166667","0.02603417",
"CRMS4938","S","11/17/2021 12:00:00 AM","20","0.5633333","0.06489308",
"CRMS4938","S","11/17/2021 12:00:00 AM","24","0.5833333","0.03480102",
"CRMS5003","S","2/4/2008 12:00:00 AM","4","0.1733333","0.04484541",
"CRMS5003","S","2/4/2008 12:00:00 AM","8","0.1866667","0.03844187",
"CRMS5003","S","2/4/2008 12:00:00 AM","12","0.2066667","0.01763834",
"CRMS5003","S","2/4/2008 12:00:00 AM","16","0.2166667","0.03179798",
"CRMS5003","S","2/4/2008 12:00:00 AM","20","0.2066667","0.00333333",
"CRMS5003","S","2/4/2008 12:00:00 AM","24","0.2966667","0.04630814",
"CRMS5003","S","7/21/2014 12:00:00 AM","16","0.2066667","0.05783117",
"CRMS5003","S","12/15/2021 12:00:00 AM","4","0.19","0.0321455",
"CRMS5003","S","12/15/2021 12:00:00 AM","8","0.2533333","0.008819176",
"CRMS5003","S","12/15/2021 12:00:00 AM","12","0.2333333","0.03179798",
"CRMS5003","S","12/15/2021 12:00:00 AM","16","0.1766667","0.03527668",
"CRMS5003","S","12/15/2021 12:00:00 AM","20","0.1566667","0.01452967",
"CRMS5003","S","12/15/2021 12:00:00 AM","24","0.1866667","0.008819171",
"CRMS5035","S","7/9/2007 12:00:00 AM","4","0.1666667","0.03382964",
"CRMS5035","S","7/9/2007 12:00:00 AM","8","0.2","0",
"CRMS5035","S","7/9/2007 12:00:00 AM","12","0.23","0.005773501",
"CRMS5035","S","7/9/2007 12:00:00 AM","16","0.29","0.011547",
"CRMS5035","S","7/9/2007 12:00:00 AM","20","0.4066667","0.08950481",
"CRMS5035","S","7/9/2007 12:00:00 AM","24","0.39","0.0321455",
"CRMS5035","S","5/19/2014 12:00:00 AM","4","0.1233333","0.006666665",
"CRMS5035","S","5/19/2014 12:00:00 AM","8","0.1866667","0.02333333",
"CRMS5035","S","5/19/2014 12:00:00 AM","12","0.1933333","0.01452966",
"CRMS5035","S","5/19/2014 12:00:00 AM","16","0.22","0.011547",
"CRMS5035","S","5/19/2014 12:00:00 AM","20","0.2133333","0.02905932",
"CRMS5035","S","5/19/2014 12:00:00 AM","24","0.1966667","0.02962731",
"CRMS5035","S","6/23/2021 12:00:00 AM","4","0.1166667","0.02905933",
"CRMS5035","S","6/23/2021 12:00:00 AM","8","0.15","0.0305505",
"CRMS5035","S","6/23/2021 12:00:00 AM","12","0.16","0.03511884",
"CRMS5035","S","6/23/2021 12:00:00 AM","16","0.1766667","0.01201851",
"CRMS5035","S","6/23/2021 12:00:00 AM","20","0.17","0.02081666",
"CRMS5035","S","6/23/2021 12:00:00 AM","24","0.18","0.03",
"CRMS5116","S","10/22/2008 12:00:00 AM","4","0.3033333","0.04630814",
"CRMS5116","S","10/22/2008 12:00:00 AM","8","0.4166667","0.01333334",
"CRMS5116","S","10/22/2008 12:00:00 AM","12","0.5466667","0.07753135",
"CRMS5116","S","10/22/2008 12:00:00 AM","16","0.61","0.08544003",
"CRMS5116","S","10/22/2008 12:00:00 AM","20","0.7333333","0.07310571",
"CRMS5116","S","10/22/2008 12:00:00 AM","24","0.8066667","0.03844187",
"CRMS5116","S","5/21/2014 12:00:00 AM","4","0.2233333","0.05238744",
"CRMS5116","S","5/21/2014 12:00:00 AM","8","0.42","0.03605551",
"CRMS5116","S","5/21/2014 12:00:00 AM","12","0.6666667","0.0783865",
"CRMS5116","S","5/21/2014 12:00:00 AM","16","0.7366667","0.02962731",
"CRMS5116","S","5/21/2014 12:00:00 AM","20","0.7966667","0.07688375",
"CRMS5116","S","5/21/2014 12:00:00 AM","24","0.8066667","0.08666667",
"CRMS5116","S","7/27/2021 12:00:00 AM","4","0.1033333","0.01666667",
"CRMS5116","S","7/27/2021 12:00:00 AM","8","0.21","0.05686241",
"CRMS5116","S","7/27/2021 12:00:00 AM","12","0.3433333","0.05783117",
"CRMS5116","S","7/27/2021 12:00:00 AM","16","0.4466667","0.02185813",
"CRMS5116","S","7/27/2021 12:00:00 AM","20","0.5033333","0.08875684",
"CRMS5116","S","7/27/2021 12:00:00 AM","24","0.65","0.09073771",
"CRMS5167","S","6/16/2008 12:00:00 AM","4","0.1733333","0.01763834",
"CRMS5167","S","6/16/2008 12:00:00 AM","8","0.27","0.0321455",
"CRMS5167","S","6/16/2008 12:00:00 AM","12","0.56","0.1159022",
"CRMS5167","S","6/16/2008 12:00:00 AM","16","0.61","0.1266228",
"CRMS5167","S","6/16/2008 12:00:00 AM","20","0.5666667","0.1092906",
"CRMS5167","S","6/16/2008 12:00:00 AM","24","0.6266667","0.05783119",
"CRMS5167","S","5/15/2014 12:00:00 AM","4","0.16","0.02",
"CRMS5167","S","5/15/2014 12:00:00 AM","8","0.2866667","0.01763834",
"CRMS5167","S","5/15/2014 12:00:00 AM","12","0.3966667","0.05206833",
"CRMS5167","S","5/15/2014 12:00:00 AM","16","0.5","0.04163332",
"CRMS5167","S","5/15/2014 12:00:00 AM","20","0.6166667","0.02848",
"CRMS5167","S","5/15/2014 12:00:00 AM","24","0.5966667","0.08412953",
"CRMS5167","S","7/7/2021 12:00:00 AM","4","0.19","0.04",
"CRMS5167","S","7/7/2021 12:00:00 AM","8","0.26","0.05033223",
"CRMS5167","S","7/7/2021 12:00:00 AM","12","0.4766667","0.06765928",
"CRMS5167","S","7/7/2021 12:00:00 AM","16","0.6733333","0.06691619",
"CRMS5167","S","7/7/2021 12:00:00 AM","20","0.7533333","0.06333333",
"CRMS5167","S","7/7/2021 12:00:00 AM","24","0.6866667","0.08412954",
